subscription_id,client_id,plan,start_date,end_date,amount,currency,status
S0000454,C00454,Enterprise,2022-12-26,2024-03-20,200,USD,expired
S0000455,C00455,Enterprise,2024-02-21,2025-05-16,200,USD,expired
S0000456,C00456,Standard,2023-04-13,,50,USD,active
S0000457,C00457,Standard,2024-06-25,,50,USD,active
S0000458,C00458,Standard,2021-11-13,2023-08-05,50,USD,expired
S0000459,C00459,Enterprise,2022-04-30,,200,USD,active
S0000460,C00460,Enterprise,2021-11-29,,200,USD,active
S0000461,C00461,Pro,2021-12-29,,100,USD,active
S0000462,C00462,Pro,2023-04-25,,100,USD,active
S0000463,C00463,Pro,2021-02-20,2022-01-16,100,USD,expired
S0000464,C00464,Pro,2022-01-03,2023-04-28,100,USD,expired
S0000465,C00465,Standard,2022-11-12,,50,USD,active
S0000466,C00466,Pro,2023-04-24,,100,USD,active
S0000467,C00467,Enterprise,2024-10-03,,200,USD,active
S0000468,C00468,Pro,2022-05-24,,100,USD,active
S0000469,C00469,Enterprise,2022-07-01,2023-03-28,200,USD,expired
S0000470,C00470,Enterprise,2021-11-23,2023-02-16,200,USD,expired
S0000471,C00471,Enterprise,2024-12-07,,200,USD,active
S0000472,C00472,Pro,2021-08-10,2023-07-01,100,USD,expired
S0000473,C00473,Pro,2023-02-23,,100,USD,active
S0000474,C00474,Pro,2021-03-21,,100,USD,active
S0000475,C00475,Pro,2023-08-22,,100,USD,active
S0000476,C00476,Pro,2022-04-01,,100,USD,active
S0000477,C00477,Enterprise,2022-02-13,,200,USD,active
S0000478,C00478,Enterprise,2023-08-01,,200,USD,active
S0000479,C00479,Enterprise,2022-12-18,2024-09-08,200,USD,expired
S0000480,C00480,Pro,2022-09-18,,100,USD,active
S0000481,C00481,Pro,2022-04-12,,100,USD,active
S0000482,C00482,Enterprise,2022-04-02,,200,USD,active
S0000483,C00483,Standard,2021-02-18,,50,USD,active
S0000484,C00484,Enterprise,2024-09-13,,200,USD,active
S0000485,C00485,Enterprise,2022-01-31,,200,USD,active
S0000486,C00486,Standard,2023-03-28,2024-08-19,50,USD,expired
S0000487,C00487,Pro,2022-11-04,2023-09-30,100,USD,expired
S0000488,C00488,Standard,2022-07-25,,50,USD,active
S0000489,C00489,Pro,2021-05-23,,100,USD,active
S0000490,C00490,Enterprise,2022-07-26,,200,USD,active
S0000491,C00491,Standard,2022-12-21,,50,USD,active
S0000492,C00492,Standard,2024-08-06,,50,USD,active
S0000493,C00493,Pro,2023-11-10,,100,USD,active
S0000494,C00494,Standard,2023-03-30,,50,USD,active
S0000495,C00495,Pro,2024-10-23,,100,USD,active
S0000496,C00496,Pro,2024-01-04,,100,USD,active
S0000497,C00497,Standard,2022-11-10,2023-10-06,50,USD,expired
S0000498,C00498,Enterprise,2021-02-26,,200,USD,active
S0000499,C00499,Standard,2021-08-25,,50,USD,active
S0000500,C00500,Pro,2022-06-19,,100,USD,active
S0000501,C00501,Enterprise,2022-01-01,2023-09-23,200,USD,expired
S0000502,C00502,Enterprise,2024-04-04,,200,USD,active
S0000503,C00503,Pro,2022-06-28,2023-01-24,100,USD,expired
S0000504,C00504,Pro,2021-03-20,2022-07-13,100,USD,expired
S0000505,C00505,Pro,2021-08-11,,100,USD,active
S0000506,C00506,Enterprise,2024-05-06,,200,USD,active
S0000507,C00507,Pro,2023-06-09,,100,USD,active
S0000508,C00508,Standard,2022-12-09,,50,USD,active
S0000509,C00509,Enterprise,2022-10-05,,200,USD,active
S0000510,C00510,Pro,2023-06-13,,100,USD,active
S0000511,C00511,Pro,2024-05-26,2025-01-21,100,USD,expired
S0000512,C00512,Standard,2023-11-14,,50,USD,active
S0000513,C00513,Pro,2021-08-25,,100,USD,active
S0000514,C00514,Enterprise,2023-02-28,2024-01-24,200,USD,expired
S0000515,C00515,Standard,2024-03-26,,50,USD,active
S0000516,C00516,Standard,2022-01-25,,50,USD,active
S0000517,C00517,Enterprise,2022-06-06,2024-01-27,200,USD,expired
S0000518,C00518,Enterprise,2021-04-01,,200,USD,active
S0000519,C00519,Enterprise,2024-12-22,2026-03-17,200,USD,expired
S0000520,C00520,Standard,2023-06-13,,50,USD,active
S0000521,C00521,Standard,2021-01-04,,50,USD,active
S0000522,C00522,Enterprise,2023-12-01,,200,USD,active
S0000523,C00523,Standard,2024-01-08,,50,USD,active
S0000524,C00524,Standard,2024-11-07,2026-09-28,50,USD,expired
S0000525,C00525,Pro,2024-10-05,,100,USD,active
S0000526,C00526,Pro,2022-02-08,,100,USD,active
S0000527,C00527,Standard,2023-01-16,2024-10-07,50,USD,expired
S0000528,C00528,Enterprise,2023-06-03,,200,USD,active
S0000529,C00529,Enterprise,2021-05-24,,200,USD,active
S0000530,C00530,Standard,2024-09-22,,50,USD,active
S0000531,C00531,Standard,2022-11-08,2024-05-01,50,USD,expired
S0000532,C00532,Pro,2024-06-30,,100,USD,active
S0000533,C00533,Pro,2022-10-05,2024-04-27,100,USD,expired
S0000534,C00534,Standard,2024-09-20,2025-03-19,50,USD,expired
S0000535,C00535,Enterprise,2021-09-13,,200,USD,active
S0000536,C00536,Enterprise,2022-09-08,2023-12-02,200,USD,expired
S0000537,C00537,Enterprise,2023-11-05,,200,USD,active
S0000538,C00538,Standard,2022-09-26,,50,USD,active
S0000539,C00539,Standard,2024-09-27,,50,USD,active
S0000540,C00540,Pro,2023-04-17,2025-01-06,100,USD,expired
S0000541,C00541,Enterprise,2022-10-31,2024-06-22,200,USD,expired
S0000542,C00542,Standard,2023-04-05,,50,USD,active
S0000543,C00543,Standard,2024-11-28,,50,USD,active
S0000544,C00544,Enterprise,2022-08-29,,200,USD,active
S0000545,C00545,Enterprise,2024-02-10,2025-10-02,200,USD,expired
S0000546,C00546,Standard,2021-09-18,,50,USD,active
S0000547,C00547,Standard,2022-01-28,,50,USD,active
S0000548,C00548,Enterprise,2023-05-12,2025-01-01,200,USD,expired
S0000549,C00549,Pro,2024-09-23,2025-08-19,100,USD,expired
S0000550,C00550,Enterprise,2023-02-16,,200,USD,active
S0000551,C00551,Standard,2024-10-19,,50,USD,active
S0000552,C00552,Pro,2021-12-23,,100,USD,active
S0000553,C00553,Pro,2024-06-14,,100,USD,active
S0000554,C00554,Enterprise,2024-03-11,,200,USD,active
S0000555,C00555,Pro,2022-09-09,2024-07-30,100,USD,expired
S0000556,C00556,Pro,2023-04-12,,100,USD,active
S0000557,C00557,Pro,2024-01-28,,100,USD,active
S0000558,C00558,Standard,2021-01-01,,50,USD,active
S0000559,C00559,Standard,2022-09-15,,50,USD,active
S0000560,C00560,Standard,2022-08-11,,50,USD,active
S0000561,C00561,Enterprise,2022-03-07,,200,USD,active
S0000562,C00562,Enterprise,2023-05-31,,200,USD,active
S0000563,C00563,Pro,2024-04-02,,100,USD,active
S0000564,C00564,Standard,2024-05-27,2026-02-16,50,USD,expired
S0000565,C00565,Standard,2024-09-02,2025-09-27,50,USD,expired
S0000566,C00566,Enterprise,2022-10-22,,200,USD,active
S0000567,C00567,Standard,2023-08-11,,50,USD,active
S0000568,C00568,Enterprise,2023-06-24,,200,USD,active
S0000569,C00569,Enterprise,2023-06-25,,200,USD,active
S0000570,C00570,Enterprise,2024-10-15,2026-03-09,200,USD,expired
S0000571,C00571,Standard,2022-03-14,,50,USD,active
S0000572,C00572,Standard,2023-11-13,,50,USD,active
S0000573,C00573,Pro,2023-08-28,,100,USD,active
S0000574,C00574,Enterprise,2021-12-14,2022-12-09,200,USD,expired
S0000575,C00575,Standard,2024-09-11,,50,USD,active
S0000576,C00576,Standard,2021-06-23,2022-08-17,50,USD,expired
S0000577,C00577,Pro,2022-08-05,,100,USD,active
S0000578,C00578,Enterprise,2023-11-22,,200,USD,active
S0000579,C00579,Standard,2024-09-21,,50,USD,active
S0000580,C00580,Standard,2024-07-20,2025-02-15,50,USD,expired
S0000581,C00581,Standard,2024-06-22,2025-08-16,50,USD,expired
S0000582,C00582,Enterprise,2022-11-18,2024-08-09,200,USD,expired
S0000583,C00583,Enterprise,2021-07-11,,200,USD,active
S0000584,C00584,Pro,2022-04-27,,100,USD,active
S0000585,C00585,Enterprise,2024-10-09,2026-02-01,200,USD,expired
S0000586,C00586,standard,2022-09-28,2024-02-20,50,USD,expired
S0000587,C00587,Standard,2022-04-06,,50,USD,active
S0000588,C00588,Standard,2022-02-12,,50,USD,active
S0000589,C00589,Enterprise,2021-10-29,2023-01-22,200,USD,expired
S0000590,C00590,Pro,2021-02-20,2021-11-17,100,USD,expired
S0000591,C00591,Standard,2021-04-05,,50,USD,active
S0000592,C00592,Standard,2022-05-17,2023-10-09,50,USD,expired
S0000593,C00593,Pro,2023-09-01,,100,USD,active
S0000594,C00594,Standard,2024-06-05,,50,USD,active
S0000595,C00595,Pro,2021-05-30,,100,USD,active
S0000596,C00596,Pro,2023-07-22,,100,USD,active
S0000597,C00597,Standard,2023-04-29,,50,USD,active
S0000598,C00598,Pro,2024-07-13,2025-09-06,100,USD,expired
S0000599,C00599,Pro,2024-03-24,2025-11-14,100,USD,expired
S0000600,C00600,Standard,2022-02-03,,50,USD,active
S0000601,C00601,Standard,2024-11-27,,50,USD,active
S0000602,C00602,Pro,2023-02-26,,100,USD,active
S0000603,C00603,Enterprise,2023-10-10,,200,USD,active
S0000604,C00604,Enterprise,2023-03-30,,200,USD,active
S0000605,C00605,Enterprise,2022-05-15,,200,USD,active
S0000606,C00606,Enterprise,2021-10-30,,200,USD,active
S0000607,C00607,Pro,2024-09-05,,100,USD,active
S0000608,C00608,Pro,2024-11-09,,100,USD,active
S0000609,C00609,Enterprise,2021-01-12,2021-09-09,200,USD,expired
S0000610,C00610,Enterprise,2021-08-07,,200,USD,active
S0000611,C00611,Enterprise,2023-05-21,,200,USD,active
S0000612,C00612,Standard,2022-03-25,,50,USD,active
S0000613,C00613,Standard,2021-12-27,,50,USD,active
S0000614,C00614,Standard,2024-11-26,,50,USD,active
S0000615,C00615,Standard,2023-11-27,2025-08-18,50,USD,expired
S0000616,C00616,Standard,2023-08-10,,50,USD,active
S0000617,C00617,Enterprise,2021-04-13,,200,USD,active
S0000618,C00618,Pro,2024-02-16,,100,USD,active
S0000619,C00619,Standard,2022-05-26,,50,USD,active
S0000620,C00620,Standard,2021-09-06,,50,USD,active
S0000621,C00621,Pro,2023-07-24,,100,USD,active
S0000622,C00622,Standard,2021-10-01,2022-06-28,50,USD,expired
S0000623,C00623,Enterprise,2023-08-10,,200,USD,active
S0000624,C00624,Pro,2024-09-29,,100,USD,active
S0000625,C00625,Standard,2023-12-24,2025-09-14,50,USD,expired
S0000626,C00626,Enterprise,2024-02-19,,200,USD,active
S0000627,C00627,Enterprise,2024-05-04,,200,USD,active
S0000628,C00628,Enterprise,2022-10-12,2023-09-07,200,USD,expired
S0000629,C00629,Enterprise,2023-06-26,,200,USD,active
S0000630,C00630,Standard,2024-06-08,2025-12-30,50,USD,expired
S0000631,C00631,Enterprise,2023-10-31,,200,USD,active
S0000632,C00632,Pro,2023-05-24,,100,USD,active
S0000633,C00633,Pro,2024-01-28,,100,USD,active
S0000634,C00634,Enterprise,2023-07-03,,200,USD,active
S0000635,C00635,Standard,2021-11-22,,50,USD,active
S0000636,C00636,Enterprise,2023-08-31,2025-05-22,200,USD,expired
S0000637,C00637,Pro,2023-07-11,,100,USD,active
S0000638,C00638,Standard,2022-06-15,2023-03-12,50,USD,expired
S0000639,C00639,Pro,2022-05-22,,100,USD,active
S0000640,C00640,Standard,2024-07-29,,50,USD,active
S0000641,C00641,Pro,2022-07-22,,100,USD,active
S0000642,C00642,Pro,2023-12-04,,100,USD,active
S0000643,C00643,Standard,2023-09-20,2025-05-12,50,USD,expired
S0000644,C00644,Pro,2024-07-07,,100,USD,active
S0000645,C00645,Pro,2022-05-05,,100,USD,active
S0000646,C00646,Pro,2022-07-17,,100,USD,active
S0000647,C00647,Enterprise,2023-06-20,,200,USD,active
S0000648,C00648,Enterprise,2021-06-08,,200,USD,active
S0000649,C00649,Enterprise,2022-08-09,2024-06-29,200,USD,expired
S0000650,C00650,standard,2022-04-26,,50,USD,active
S0000651,C00651,Enterprise,2022-07-11,,200,USD,active
S0000652,C00652,Standard,2022-11-19,2024-04-12,50,USD,expired
S0000653,C00653,Standard,2022-10-17,,50,USD,active
S0000654,C00654,Enterprise,2024-01-12,,200,USD,active
S0000655,C00655,Enterprise,2021-06-15,,200,USD,active
S0000656,C00656,Pro,2021-10-11,2023-10-01,100,USD,expired
S0000657,C00657,Enterprise,2021-11-05,,200,USD,active
S0000658,C00658,Enterprise,2022-04-19,,200,USD,active
S0000659,C00659,Enterprise,2023-02-24,,200,USD,active
S0000660,C00660,Pro,2024-11-22,,100,USD,active
S0000661,C00661,Enterprise,2021-11-09,2023-08-01,200,USD,expired
S0000662,C00662,Enterprise,2024-12-17,2025-10-13,200,USD,expired
S0000663,C00663,Standard,2022-03-15,,50,USD,active
S0000664,C00664,Enterprise,2021-05-12,2022-11-03,200,USD,expired
S0000665,C00665,Standard,2023-04-30,,50,USD,active
S0000666,C00666,Enterprise,2023-04-15,,200,USD,active
S0000667,C00667,Enterprise,2022-11-09,,200,USD,active
S0000668,C00668,Standard,2024-01-17,,50,USD,active
S0000669,C00669,Enterprise,2023-08-13,,200,USD,active
S0000670,C00670,Pro,2023-05-02,,100,USD,active
S0000671,C00671,Enterprise,2021-05-08,2022-09-30,200,USD,expired
S0000672,C00672,Enterprise,2022-02-28,2022-10-26,200,USD,expired
S0000673,C00673,Enterprise,2023-05-11,,200,USD,active
S0000674,C00674,Enterprise,2023-03-09,,200,USD,active
S0000675,C00675,Standard,2024-04-11,2024-12-07,50,USD,expired
S0000676,C00676,Standard,2024-11-25,,50,USD,active
S0000677,C00677,Pro,2021-02-10,,100,USD,active
S0000678,C00678,Pro,2024-03-25,,100,USD,active
S0000679,C00679,Enterprise,2023-02-19,2023-12-16,200,USD,expired
S0000680,C00680,Standard,2023-09-04,,50,USD,active
S0000681,C00681,Standard,2021-01-13,,50,USD,active
S0000682,C00682,Enterprise,2022-12-22,,200,USD,active
S0000683,C00683,Standard,2022-09-04,,50,USD,active
S0000684,C00684,Standard,2023-03-10,,50,USD,active
S0000685,C00685,Pro,2023-05-09,,100,USD,active
S0000686,C00686,Enterprise,2024-01-08,,200,USD,active
S0000687,C00687,Enterprise,2024-01-24,,200,USD,active
S0000688,C00688,Enterprise,2024-05-20,,200,USD,active
S0000689,C00689,Standard,2022-03-28,,50,USD,active
S0000690,C00690,Standard,2023-09-27,,50,USD,active
S0000691,C00691,Pro,2022-03-26,,100,USD,active
S0000692,C00692,Pro,2022-07-13,2024-02-03,100,USD,expired
S0000693,C00693,Pro,2023-06-12,2023-12-09,100,USD,expired
S0000694,C00694,Pro,2023-09-22,2024-09-16,100,USD,expired
S0000695,C00695,Enterprise,2021-03-01,,200,USD,active
S0000696,C00696,Enterprise,2023-03-08,2025-02-25,200,USD,expired
S0000697,C00697,Enterprise,2022-11-20,,200,USD,active
S0000698,C00698,Standard,2024-10-01,,50,USD,active
S0000699,C00699,Standard,2024-10-22,2025-06-19,50,USD,expired
S0000700,C00700,Standard,2023-04-09,,50,USD,active
S0000701,C00701,Standard,2021-12-05,,50,USD,active
S0000702,C00702,Enterprise,2023-08-16,2024-09-09,200,USD,expired
S0000703,C00703,Standard,2021-09-19,,50,USD,active
S0000704,C00704,Enterprise,2024-06-28,2025-06-23,200,USD,expired
S0000705,C00705,Enterprise,2023-12-30,2025-08-21,200,USD,expired
S0000706,C00706,Enterprise,2021-02-25,,200,USD,active
S0000707,C00707,Enterprise,2023-03-18,,200,USD,active
S0000708,C00708,Pro,2024-04-27,2026-01-17,100,USD,expired
S0000709,C00709,standard,2024-03-01,2025-03-26,50,USD,expired
S0000710,C00710,Enterprise,2024-09-19,,200,USD,active
S0000711,C00711,Pro,2021-02-25,,100,USD,active
S0000712,C00712,Enterprise,2021-06-21,,200,USD,active
S0000713,C00713,Standard,2024-08-09,,50,USD,active
S0000714,C00714,Enterprise,2023-05-28,2024-02-22,200,USD,expired
S0000715,C00715,standard,2021-10-05,2023-02-27,50,USD,expired
S0000716,C00716,Standard,2023-08-04,,50,USD,active
S0000717,C00717,Standard,2022-01-08,,50,USD,active
S0000718,C00718,Pro,2021-04-13,2022-09-05,100,USD,expired
S0000719,C00719,Standard,2022-06-17,2023-07-12,50,USD,expired
S0000720,C00720,Standard,2023-02-16,,50,USD,active
S0000721,C00721,Standard,2022-11-02,,50,USD,active
S0000722,C00722,Pro,2022-03-10,,100,USD,active
S0000723,C00723,Standard,2023-07-21,,50,USD,active
S0000724,C00724,Enterprise,2022-11-01,,200,USD,active
S0000725,C00725,Standard,2022-11-23,2023-07-21,50,USD,expired
S0000726,C00726,Enterprise,2023-02-16,2024-10-08,200,USD,expired
S0000727,C00727,Enterprise,2022-07-24,,200,USD,active
S0000728,C00728,Pro,2023-05-14,,100,USD,active
S0000729,C00729,Standard,2022-06-01,,50,USD,active
S0000730,C00730,Standard,2021-06-17,2023-04-08,50,USD,expired
S0000731,C00731,Standard,2023-08-22,,50,USD,active
S0000732,C00732,Pro,2021-02-09,,100,USD,active
S0000733,C00733,Enterprise,2024-01-10,2025-04-04,200,USD,expired
S0000734,C00734,Enterprise,2021-04-17,2022-02-11,200,USD,expired
S0000735,C00735,Standard,2022-12-18,2024-11-07,50,USD,expired
S0000736,C00736,Enterprise,2022-04-05,,200,USD,active
S0000737,C00737,Standard,2024-08-24,,50,USD,active
S0000738,C00738,Enterprise,2021-05-21,2022-10-13,200,USD,expired
S0000739,C00739,Pro,2024-08-27,,100,USD,active
S0000740,C00740,Pro,2021-03-24,,100,USD,active
S0000741,C00741,Pro,2021-03-05,,100,USD,active
S0000742,C00742,Standard,2022-05-22,,50,USD,active
S0000743,C00743,Standard,2022-02-13,2023-03-10,50,USD,expired
S0000744,C00744,Standard,2021-02-11,2022-02-06,50,USD,expired
S0000745,C00745,Enterprise,2024-06-26,,200,USD,active
S0000746,C00746,Standard,2021-11-09,2023-03-04,50,USD,expired
S0000747,C00747,Standard,2022-05-04,2023-02-28,50,USD,expired
S0000748,C00748,Standard,2021-09-16,,50,USD,active
S0000749,C00749,Enterprise,2023-08-28,,200,USD,active
S0000750,C00750,standard,2024-10-03,,50,USD,active
S0000751,C00751,Standard,2021-08-23,,50,USD,active
S0000752,C00752,Pro,2024-03-01,2025-06-24,100,USD,expired
S0000753,C00753,Enterprise,2022-03-23,,200,USD,active
S0000754,C00754,Pro,2023-08-11,2025-05-02,100,USD,expired
S0000755,C00755,Enterprise,2024-12-03,,200,USD,active
S0000756,C00756,Enterprise,2022-06-09,,200,USD,active
S0000757,C00757,Standard,2023-01-26,,50,USD,active
S0000758,C00758,Enterprise,2021-12-10,,200,USD,active
S0000759,C00759,Enterprise,2024-05-25,,200,USD,active
S0000760,C00760,Standard,2024-05-28,,50,USD,active
S0000761,C00761,Pro,2021-08-23,,100,USD,active
S0000762,C00762,Enterprise,2021-12-02,2023-02-25,200,USD,expired
S0000763,C00763,Enterprise,2022-09-30,2023-06-27,200,USD,expired
S0000764,C00764,Enterprise,2021-08-10,,200,USD,active
S0000765,C00765,Standard,2024-03-31,,50,USD,active
S0000766,C00766,Standard,2021-02-22,,50,USD,active
S0000767,C00767,Enterprise,2022-10-01,2023-09-26,200,USD,expired
S0000768,C00768,Standard,2024-03-25,2025-06-18,50,USD,expired
S0000769,C00769,Standard,2024-10-19,,50,USD,active
S0000770,C00770,Enterprise,2023-02-08,,200,USD,active
S0000771,C00771,Standard,2023-03-24,,50,USD,active
S0000772,C00772,Enterprise,2022-02-11,,200,USD,active
S0000773,C00773,Pro,2021-06-05,2022-01-31,100,USD,expired
S0000774,C00774,Pro,2024-04-27,,100,USD,active
S0000775,C00775,Enterprise,2024-11-15,,200,USD,active
S0000776,C00776,Standard,2024-07-08,,50,USD,active
S0000777,C00777,Pro,2022-05-13,2024-04-02,100,USD,expired
S0000778,C00778,Enterprise,2021-07-28,,200,USD,active
S0000779,C00779,Standard,2024-11-28,,50,USD,active
S0000780,C00780,Enterprise,2022-09-10,,200,USD,active
S0000781,C00781,Standard,2024-11-02,,50,USD,active
S0000782,C00782,Standard,2024-05-14,2025-07-08,50,USD,expired
S0000783,C00783,Standard,2021-09-05,,50,USD,active
S0000784,C00784,Enterprise,2024-03-05,,200,USD,active
S0000785,C00785,Enterprise,2021-03-26,2021-11-21,200,USD,expired
S0000786,C00786,Pro,2022-12-13,,100,USD,active
S0000787,C00787,Enterprise,2023-12-28,2025-06-20,200,USD,expired
S0000788,C00788,Enterprise,2023-05-28,2024-11-18,200,USD,expired
S0000789,C00789,Enterprise,2024-09-16,,200,USD,active
S0000790,C00790,Standard,2023-01-29,,50,USD,active
S0000791,C00791,Standard,2021-05-22,2023-03-13,50,USD,expired
S0000792,C00792,Pro,2023-11-03,,100,USD,active
S0000793,C00793,Enterprise,2024-08-19,,200,USD,active
S0000794,C00794,Pro,2022-11-30,2024-02-23,100,USD,expired
S0000795,C00795,Standard,2021-01-26,,50,USD,active
S0000796,C00796,Enterprise,2023-05-11,,200,USD,active
S0000797,C00797,Standard,2023-10-01,2024-12-24,50,USD,expired
S0000798,C00798,Standard,2021-08-05,,50,USD,active
S0000799,C00799,Enterprise,2023-06-07,2023-12-04,200,USD,expired
S0000800,C00800,Pro,2023-01-12,,100,USD,active
S0000801,C00801,Pro,2024-07-25,2026-02-15,100,USD,expired
S0000802,C00802,Pro,2023-07-31,,100,USD,active
S0000803,C00803,Pro,2024-12-19,,100,USD,active
S0000804,C00804,Pro,2021-11-10,2022-05-09,100,USD,expired
S0000805,C00805,Enterprise,2023-06-11,,200,USD,active
S0000806,C00806,Enterprise,2021-12-27,2023-11-17,200,USD,expired
S0000807,C00807,Pro,2023-12-05,2024-11-29,100,USD,expired
S0000808,C00808,Enterprise,2024-08-25,,200,USD,active
S0000809,C00809,Pro,2022-07-08,2023-01-04,100,USD,expired
S0000810,C00810,Pro,2024-06-15,,100,USD,active
S0000811,C00811,Pro,2024-01-08,2024-09-04,100,USD,expired
S0000812,C00812,Enterprise,2023-09-18,,200,USD,active
S0000813,C00813,Enterprise,2023-08-11,2024-11-03,200,USD,expired
S0000814,C00814,Enterprise,2023-06-12,,200,USD,active
S0000815,C00815,Enterprise,2024-04-28,,200,USD,active
S0000816,C00816,Pro,2022-07-04,,100,USD,active
S0000817,C00817,Standard,2022-10-23,2023-07-20,50,USD,expired
S0000818,C00818,Standard,2022-05-18,,50,USD,active
S0000819,C00819,Standard,2021-06-27,,50,USD,active
S0000820,C00820,Pro,2022-07-26,,100,USD,active
S0000821,C00821,Enterprise,2023-07-13,,200,USD,active
S0000822,C00822,Pro,2022-05-15,,100,USD,active
S0000823,C00823,Standard,2023-08-10,,50,USD,active
S0000824,C00824,Enterprise,2024-03-13,,200,USD,active
S0000825,C00825,Pro,2024-06-03,,100,USD,active
S0000826,C00826,Pro,2024-09-30,,100,USD,active
S0000827,C00827,Enterprise,2023-02-16,,200,USD,active
S0000828,C00828,Pro,2022-11-20,2024-05-13,100,USD,expired
S0000829,C00829,Pro,2021-02-28,,100,USD,active
S0000830,C00830,Enterprise,2023-10-10,2024-09-04,200,USD,expired
S0000831,C00831,Enterprise,2022-10-28,,200,USD,active
S0000832,C00832,Pro,2022-01-08,,100,USD,active
S0000833,C00833,Enterprise,2023-09-26,,200,USD,active
S0000834,C00834,Standard,2022-03-11,,50,USD,active
S0000835,C00835,Enterprise,2022-12-28,2024-11-17,200,USD,expired
S0000836,C00836,Pro,2022-06-14,,100,USD,active
S0000837,C00837,Pro,2022-11-29,,100,USD,active
S0000838,C00838,Enterprise,2022-07-27,,200,USD,active
S0000839,C00839,Enterprise,2024-05-05,,200,USD,active
S0000840,C00840,Enterprise,2024-12-07,,200,USD,active
S0000841,C00841,Enterprise,2022-07-20,,200,USD,active
S0000842,C00842,Enterprise,2024-02-13,,200,USD,active
S0000843,C00843,Enterprise,2021-01-21,2022-11-12,200,USD,expired
S0000844,C00844,Enterprise,2023-11-25,,200,USD,active
S0000845,C00845,Enterprise,2022-01-27,2023-07-21,200,USD,expired
S0000846,C00846,Standard,2021-06-25,,50,USD,active
S0000847,C00847,Enterprise,2022-05-10,,200,USD,active
S0000848,C00848,Enterprise,2023-04-13,,200,USD,active
S0000849,C00849,Pro,2023-09-28,,100,USD,active
S0000850,C00850,Enterprise,2024-02-12,,200,USD,active
S0000851,C00851,Pro,2022-05-08,,100,USD,active
S0000852,C00852,Enterprise,2024-11-15,,200,USD,active
S0000853,C00853,Standard,2023-09-03,2025-01-25,50,USD,expired
S0000854,C00854,Pro,2024-08-15,2025-09-09,100,USD,expired
S0000855,C00855,Standard,2024-12-28,,50,USD,active
S0000856,C00856,Pro,2023-10-03,2024-12-26,100,USD,expired
S0000857,C00857,Pro,2023-07-07,,100,USD,active
S0000858,C00858,Pro,2021-02-05,2021-10-03,100,USD,expired
S0000859,C00859,Enterprise,2021-07-10,2022-12-02,200,USD,expired
S0000860,C00860,Enterprise,2022-08-26,,200,USD,active
S0000861,C00861,Standard,2022-03-30,,50,USD,active
S0000862,C00862,Pro,2023-04-09,2024-03-04,100,USD,expired
S0000863,C00863,Standard,2024-11-17,,50,USD,active
S0000864,C00864,Pro,2022-05-14,2023-10-06,100,USD,expired
S0000865,C00865,Standard,2022-09-20,,50,USD,active
S0000866,C00866,Enterprise,2024-09-21,,200,USD,active
S0000867,C00867,Pro,2024-04-06,2025-07-30,100,USD,expired
S0000868,C00868,Standard,2023-01-26,2023-08-24,50,USD,expired
S0000869,C00869,Pro,2023-08-28,2025-05-19,100,USD,expired
S0000870,C00870,Standard,2024-02-08,,50,USD,active
S0000871,C00871,Pro,2023-12-24,,100,USD,active
S0000872,C00872,Enterprise,2022-12-06,,200,USD,active
S0000873,C00873,Standard,2023-05-22,,50,USD,active
S0000874,C00874,Standard,2024-02-02,,50,USD,active
S0000875,C00875,Standard,2022-11-09,2023-06-07,50,USD,expired
S0000876,C00876,Enterprise,2022-12-22,,200,USD,active
S0000877,C00877,Standard,2024-12-10,2026-05-04,50,USD,expired
S0000878,C00878,Enterprise,2023-07-19,2025-05-09,200,USD,expired
S0000879,C00879,Pro,2022-07-09,,100,USD,active
S0000880,C00880,Standard,2022-09-20,2023-10-15,50,USD,expired
S0000881,C00881,Pro,2022-05-30,,100,USD,active
S0000882,C00882,Standard,2022-04-18,,50,USD,active
S0000883,C00883,Pro,2021-09-05,,100,USD,active
S0000884,C00884,Standard,2022-01-30,2023-05-25,50,USD,expired
S0000885,C00885,Standard,2022-10-09,,50,USD,active
S0000886,C00886,Enterprise,2021-09-02,,200,USD,active
S0000887,C00887,Pro,2024-01-03,,100,USD,active
S0000888,C00888,Pro,2024-11-14,2026-11-04,100,USD,expired
S0000889,C00889,Standard,2022-01-15,,50,USD,active
S0000890,C00890,Enterprise,2022-01-28,,200,USD,active
S0000891,C00891,Enterprise,2022-03-20,,200,USD,active
S0000892,C00892,Enterprise,2023-09-19,,200,USD,active
S0000893,C00893,Standard,2022-07-21,,50,USD,active
S0000894,C00894,Pro,2024-04-22,2025-07-16,100,USD,expired
S0000895,C00895,Enterprise,2023-12-11,,200,USD,active
S0000896,C00896,Pro,2024-05-07,,100,USD,active
S0000897,C00897,Enterprise,2022-08-03,,200,USD,active
S0000898,C00898,Pro,2021-07-25,2022-11-17,100,USD,expired
S0000899,C00899,Pro,2022-02-02,,100,USD,active
S0000900,C00900,Standard,2022-08-30,,50,USD,active
S0000901,C00901,Standard,2022-04-11,,50,USD,active
S0000902,C00902,Standard,2023-01-10,,50,USD,active
S0000903,C00903,Enterprise,2022-01-03,2022-12-29,200,USD,expired
S0000904,C00904,Enterprise,2022-09-12,2024-02-04,200,USD,expired
S0000905,C00905,Enterprise,2021-01-29,,200,USD,active
