event_id,client_id,event_ts,event_type
E00003762,C00494,2023-10-26,login
E00003763,C00494,2024-10-02,cancel_request
E00003764,C00494,2023-05-24,cancel_request
E00003765,C00494,2025-02-07,approve_request
E00003766,C00495,2024-12-25,cancel_request
E00003767,C00495,2025-05-16,add_user
E00003768,C00495,2025-04-16,create_invoice
E00003769,C00495,2025-04-19,create_invoice
E00003770,C00495,2025-04-25,add_user
E00003771,C00495,2024-12-18,login
E00003772,C00495,2025-03-27,approve_request
E00003773,C00496,2025-01-28,login
E00003774,C00496,2024-11-28,add_user
E00003775,C00496,2024-07-09,approve_request
E00003776,C00496,2025-03-31,approve_request
E00003777,C00496,2024-01-10,approve_request
E00003778,C00496,2024-03-10,add_user
E00003779,C00496,2025-05-21,login
E00003780,C00496,2024-03-15,cancel_request
E00003781,C00496,2024-07-19,approve_request
E00003782,C00497,2023-01-02,login
E00003783,C00497,2024-08-20,approve_request
E00003784,C00497,2023-04-03,approve_request
E00003785,C00497,2023-06-07,add_user
E00003786,C00497,2023-03-18,create_invoice
E00003787,C00497,2023-02-11,login
E00003788,C00498,2022-02-16,login
E00003789,C00498,2024-06-23,add_user
E00003790,C00498,2024-03-26,add_user
E00003791,C00498,2022-04-20,cancel_request
E00003792,C00498,2022-06-24,add_user
E00003793,C00499,2024-06-29,login
E00003794,C00499,2022-02-01,cancel_request
E00003795,C00499,2024-01-14,create_invoice
E00003796,C00499,2024-04-07,approve_request
E00003797,C00499,2023-05-24,approve_request
E00003798,C00499,2022-07-27,cancel_request
E00003799,C00499,2022-10-03,create_invoice
E00003800,C00499,2023-01-08,approve_request
E00003801,C00499,2024-01-10,cancel_request
E00003802,C00499,2022-08-21,add_user
E00003803,C00500,2023-11-10,create_invoice
E00003804,C00500,2024-02-29,approve_request
E00003805,C00500,2024-01-24,login
E00003806,C00500,2024-12-23,cancel_request
E00003807,C00500,2023-08-05,approve_request
E00003808,C00501,2023-07-11,add_user
E00003809,C00501,2024-09-12,create_invoice
E00003810,C00501,2022-06-13,cancel_request
E00003811,C00501,2024-01-07,approve_request
E00003812,C00501,2024-03-26,add_user
E00003813,C00502,2024-10-14,create_invoice
E00003814,C00502,2024-06-28,add_user
E00003815,C00502,2024-12-01,approve_request
E00003816,C00502,2024-11-15,create_invoice
E00003817,C00502,2024-11-06,cancel_request
E00003818,C00502,2024-12-18,login
E00003819,C00502,2025-02-10,cancel_request
E00003820,C00503,2024-12-01,create_invoice
E00003821,C00503,2023-05-13,login
E00003822,C00503,2025-03-11,add_user
E00003823,C00503,2022-08-07,login
E00003824,C00503,2024-08-17,login
E00003825,C00503,2024-11-19,login
E00003826,C00503,2022-12-15,create_invoice
E00003827,C00503,2024-03-03,approve_request
E00003828,C00503,2023-05-06,create_invoice
E00003829,C00503,2023-06-22,approve_request
E00003830,C00504,2022-08-28,add_user
E00003831,C00504,2023-05-08,add_user
E00003832,C00504,2023-10-25,add_user
E00003833,C00504,2022-12-06,add_user
E00003834,C00504,2023-10-04,cancel_request
E00003835,C00504,2022-10-21,create_invoice
E00003836,C00504,2023-04-27,approve_request
E00003837,C00504,2024-05-14,add_user
E00003838,C00505,2025-01-03,cancel_request
E00003839,C00505,2024-04-21,cancel_request
E00003840,C00505,2022-01-05,create_invoice
E00003841,C00505,2023-06-24,add_user
E00003842,C00505,2022-05-17,cancel_request
E00003843,C00505,2024-03-29,cancel_request
E00003844,C00505,2022-09-15,add_user
E00003845,C00505,2022-06-23,create_invoice
E00003846,C00505,2022-09-03,cancel_request
E00003847,C00506,2024-05-08,login
E00003848,C00506,2024-05-12,login
E00003849,C00506,2025-01-17,login
E00003850,C00506,2025-05-14,create_invoice
E00003851,C00506,2025-05-12,cancel_request
E00003852,C00506,2024-11-13,login
E00003853,C00507,2024-10-24,add_user
E00003854,C00507,2024-07-27,cancel_request
E00003855,C00507,2024-08-07,cancel_request
E00003856,C00507,2024-07-17,add_user
E00003857,C00507,2024-06-25,cancel_request
E00003858,C00508,2024-01-06,create_invoice
E00003859,C00508,2024-04-23,add_user
E00003860,C00508,2023-10-20,login
E00003861,C00508,2024-09-25,cancel_request
E00003862,C00508,2024-08-02,approve_request
E00003863,C00508,2023-02-19,approve_request
E00003864,C00509,2023-11-27,approve_request
E00003865,C00509,2025-03-29,cancel_request
E00003866,C00509,2022-11-13,cancel_request
E00003867,C00509,2025-05-05,approve_request
E00003868,C00509,2023-02-09,cancel_request
E00003869,C00509,2023-11-03,cancel_request
E00003870,C00509,2025-05-16,login
E00003871,C00510,2025-01-12,add_user
E00003872,C00510,2023-11-26,cancel_request
E00003873,C00510,2023-12-28,cancel_request
E00003874,C00510,2024-09-01,create_invoice
E00003875,C00510,2024-02-29,add_user
E00003876,C00510,2024-06-03,add_user
E00003877,C00510,2024-11-15,add_user
E00003878,C00510,2024-10-25,approve_request
E00003879,C00510,2025-03-24,login
E00003880,C00510,2025-05-18,login
E00003881,C00511,2024-11-30,add_user
E00003882,C00511,2025-05-17,add_user
E00003883,C00511,2024-06-24,cancel_request
E00003884,C00511,2025-04-24,approve_request
E00003885,C00511,2024-12-09,approve_request
E00003886,C00511,2024-12-29,create_invoice
E00003887,C00511,2024-09-29,login
E00003888,C00512,2024-07-19,create_invoice
E00003889,C00512,2025-03-17,approve_request
E00003890,C00512,2023-12-19,approve_request
E00003891,C00512,2024-11-18,approve_request
E00003892,C00512,2023-12-12,add_user
E00003893,C00512,2024-04-13,add_user
E00003894,C00512,2024-08-07,add_user
E00003895,C00512,2025-02-22,cancel_request
E00003896,C00513,2022-06-22,approve_request
E00003897,C00513,2023-01-27,approve_request
E00003898,C00513,2023-01-13,cancel_request
E00003899,C00513,2025-01-09,approve_request
E00003900,C00513,2024-11-21,approve_request
E00003901,C00514,2025-01-06,add_user
E00003902,C00514,2023-08-12,login
E00003903,C00514,2023-03-12,approve_request
E00003904,C00514,2023-06-27,create_invoice
E00003905,C00514,2025-04-27,approve_request
E00003906,C00514,2023-06-02,approve_request
E00003907,C00514,2024-12-18,login
E00003908,C00514,2025-02-25,create_invoice
E00003909,C00515,2024-10-08,create_invoice
E00003910,C00515,2024-10-15,add_user
E00003911,C00515,2025-03-22,add_user
E00003912,C00515,2025-01-20,create_invoice
E00003913,C00515,2024-05-06,approve_request
E00003914,C00515,2024-12-16,create_invoice
E00003915,C00516,2023-02-15,create_invoice
E00003916,C00516,2024-06-09,add_user
E00003917,C00516,2022-12-30,create_invoice
E00003918,C00516,2024-06-17,cancel_request
E00003919,C00516,2023-06-26,cancel_request
E00003920,C00516,2023-10-05,add_user
E00003921,C00516,2024-11-15,approve_request
E00003922,C00516,2025-01-20,approve_request
E00003923,C00516,2024-03-18,add_user
E00003924,C00516,2025-05-09,approve_request
E00003925,C00517,2024-02-26,login
E00003926,C00517,2024-09-25,cancel_request
E00003927,C00517,2022-12-05,login
E00003928,C00517,2023-01-15,login
E00003929,C00517,2024-05-11,login
E00003930,C00517,2023-03-25,add_user
E00003931,C00517,2023-12-08,login
E00003932,C00517,2023-08-09,create_invoice
E00003933,C00517,2024-08-29,approve_request
E00003934,C00517,2024-02-26,add_user
E00003935,C00518,2021-04-14,create_invoice
E00003936,C00518,2022-03-11,cancel_request
E00003937,C00518,2024-01-03,cancel_request
E00003938,C00518,2021-04-04,create_invoice
E00003939,C00518,2021-10-16,cancel_request
E00003940,C00518,2021-08-22,approve_request
E00003941,C00518,2025-02-25,approve_request
E00003942,C00519,2025-04-07,cancel_request
E00003943,C00519,2025-05-05,login
E00003944,C00519,2025-04-07,create_invoice
E00003945,C00519,2025-03-05,approve_request
E00003946,C00519,2025-04-11,cancel_request
E00003947,C00519,2025-02-03,cancel_request
E00003948,C00519,2025-02-05,approve_request
E00003949,C00519,2025-03-27,approve_request
E00003950,C00519,2025-02-07,login
E00003951,C00519,2025-01-25,cancel_request
E00003952,C00520,2024-01-01,add_user
E00003953,C00520,2024-10-23,login
E00003954,C00520,2023-12-16,approve_request
E00003955,C00520,2024-11-08,approve_request
E00003956,C00520,2023-10-03,create_invoice
E00003957,C00520,2024-09-16,approve_request
E00003958,C00520,2025-01-13,cancel_request
E00003959,C00520,2024-01-16,approve_request
E00003960,C00520,2023-12-20,cancel_request
E00003961,C00521,2022-02-19,login
E00003962,C00521,2021-05-04,approve_request
E00003963,C00521,2025-03-19,login
E00003964,C00521,2022-01-13,cancel_request
E00003965,C00521,2025-04-07,approve_request
E00003966,C00521,2022-01-31,approve_request
E00003967,C00521,2022-06-19,login
E00003968,C00521,2023-04-21,login
E00003969,C00521,2023-06-25,cancel_request
E00003970,C00522,2024-03-21,approve_request
E00003971,C00522,2024-05-19,approve_request
E00003972,C00522,2024-02-20,add_user
E00003973,C00522,2024-09-26,add_user
E00003974,C00522,2024-02-26,create_invoice
E00003975,C00522,2024-12-21,cancel_request
E00003976,C00522,2024-04-06,create_invoice
E00003977,C00522,2024-09-09,create_invoice
E00003978,C00522,2024-02-04,login
E00003979,C00523,2024-07-01,login
E00003980,C00523,2024-01-23,add_user
E00003981,C00523,2024-11-02,create_invoice
E00003982,C00523,2024-05-07,add_user
E00003983,C00523,2024-09-08,cancel_request
E00003984,C00523,2024-09-12,approve_request
E00003985,C00523,2024-12-17,login
E00003986,C00523,2025-01-31,cancel_request
E00003987,C00523,2024-02-28,cancel_request
E00003988,C00523,2024-01-12,login
E00003989,C00524,2024-11-22,create_invoice
E00003990,C00524,2025-01-14,add_user
E00003991,C00524,2025-05-18,cancel_request
E00003992,C00524,2024-11-08,create_invoice
E00003993,C00524,2025-04-26,create_invoice
E00003994,C00525,2025-03-03,cancel_request
E00003995,C00525,2025-04-25,approve_request
E00003996,C00525,2024-10-15,add_user
E00003997,C00525,2024-10-29,cancel_request
E00003998,C00525,2024-11-28,login
E00003999,C00525,2025-02-15,approve_request
E00004000,C00525,2025-04-25,add_user
E00004001,C00525,2024-10-06,login
E00004002,C00525,2025-01-09,login
E00004003,C00526,2025-01-08,approve_request
E00004004,C00526,2023-08-06,login
E00004005,C00526,2024-10-30,create_invoice
E00004006,C00526,2024-10-04,add_user
E00004007,C00526,2023-12-30,add_user
E00004008,C00526,2024-07-06,cancel_request
E00004009,C00526,2023-12-29,approve_request
E00004010,C00526,2024-03-08,create_invoice
E00004011,C00527,2024-12-14,cancel_request
E00004012,C00527,2024-01-02,login
E00004013,C00527,2023-12-04,login
E00004014,C00527,2025-05-01,create_invoice
E00004015,C00527,2023-09-18,approve_request
E00004016,C00527,2024-01-20,login
E00004017,C00527,2024-11-27,add_user
E00004018,C00528,2024-07-15,cancel_request
E00004019,C00528,2024-06-24,approve_request
E00004020,C00528,2025-02-17,login
E00004021,C00528,2023-07-31,create_invoice
E00004022,C00528,2024-06-01,cancel_request
E00004023,C00528,2024-05-06,login
E00004024,C00528,2023-09-13,create_invoice
E00004025,C00528,2023-06-06,login
E00004026,C00528,2024-09-12,cancel_request
E00004027,C00528,2025-05-18,add_user
E00004028,C00529,2023-08-24,create_invoice
E00004029,C00529,2022-03-04,add_user
E00004030,C00529,2021-07-15,cancel_request
E00004031,C00529,2024-10-07,create_invoice
E00004032,C00529,2022-01-30,login
E00004033,C00529,2024-05-14,approve_request
E00004034,C00529,2022-12-17,login
E00004035,C00529,2025-04-25,cancel_request
E00004036,C00530,2025-04-02,create_invoice
E00004037,C00530,2025-04-18,login
E00004038,C00530,2024-11-24,create_invoice
E00004039,C00530,2024-12-25,add_user
E00004040,C00530,2025-01-15,approve_request
E00004041,C00530,2025-02-27,cancel_request
E00004042,C00530,2025-03-16,login
E00004043,C00530,2025-03-09,approve_request
E00004044,C00530,2025-05-02,cancel_request
E00004045,C00530,2025-01-21,cancel_request
E00004046,C00531,2024-04-18,add_user
E00004047,C00531,2024-01-05,create_invoice
E00004048,C00531,2024-09-14,create_invoice
E00004049,C00531,2023-05-19,approve_request
E00004050,C00531,2022-11-11,add_user
E00004051,C00531,2024-08-22,cancel_request
E00004052,C00531,2025-02-17,add_user
E00004053,C00531,2023-10-03,add_user
E00004054,C00531,2022-11-25,approve_request
E00004055,C00531,2024-08-17,create_invoice
E00004056,C00532,2024-12-31,add_user
E00004057,C00532,2024-07-23,add_user
E00004058,C00532,2024-12-13,login
E00004059,C00532,2025-02-12,add_user
E00004060,C00532,2024-10-27,add_user
E00004061,C00532,2025-05-06,cancel_request
E00004062,C00532,2025-03-05,login
E00004063,C00532,2025-01-20,add_user
E00004064,C00533,2024-10-30,add_user
E00004065,C00533,2024-06-23,approve_request
E00004066,C00533,2024-12-26,approve_request
E00004067,C00533,2022-12-27,login
E00004068,C00533,2023-09-26,cancel_request
E00004069,C00533,2023-12-17,login
E00004070,C00533,2025-05-23,login
E00004071,C00533,2025-05-15,approve_request
E00004072,C00533,2025-05-26,approve_request
E00004073,C00533,2025-05-15,cancel_request
E00004074,C00534,2025-01-19,cancel_request
E00004075,C00534,2025-05-30,add_user
E00004076,C00534,2025-03-07,create_invoice
E00004077,C00534,2025-04-27,approve_request
E00004078,C00534,2025-03-18,create_invoice
E00004079,C00534,2025-05-09,create_invoice
E00004080,C00534,2024-10-15,approve_request
E00004081,C00534,2025-03-26,create_invoice
E00004082,C00535,2023-11-10,add_user
E00004083,C00535,2023-05-07,cancel_request
E00004084,C00535,2025-02-07,approve_request
E00004085,C00535,2022-10-17,login
E00004086,C00535,2022-07-03,cancel_request
E00004087,C00536,2025-02-14,cancel_request
E00004088,C00536,2024-02-22,create_invoice
E00004089,C00536,2025-02-21,create_invoice
E00004090,C00536,2024-04-15,create_invoice
E00004091,C00536,2024-11-19,create_invoice
E00004092,C00536,2025-02-01,login
E00004093,C00536,2024-09-10,create_invoice
E00004094,C00536,2024-02-06,approve_request
E00004095,C00536,2022-10-10,cancel_request
E00004096,C00537,2024-03-14,create_invoice
E00004097,C00537,2025-03-28,cancel_request
E00004098,C00537,2024-02-02,login
E00004099,C00537,2024-09-08,cancel_request
E00004100,C00537,2025-05-19,login
E00004101,C00538,2025-03-09,login
E00004102,C00538,2024-01-17,create_invoice
E00004103,C00538,2023-03-17,cancel_request
E00004104,C00538,2025-03-31,cancel_request
E00004105,C00538,2023-12-26,cancel_request
E00004106,C00538,2025-05-30,approve_request
E00004107,C00538,2023-01-22,approve_request
E00004108,C00538,2024-02-01,create_invoice
E00004109,C00539,2025-03-15,approve_request
E00004110,C00539,2025-02-12,login
E00004111,C00539,2024-11-27,create_invoice
E00004112,C00539,2024-11-28,add_user
E00004113,C00539,2024-11-20,login
E00004114,C00539,2024-11-09,cancel_request
E00004115,C00539,2025-04-07,approve_request
E00004116,C00539,2025-05-26,login
E00004117,C00540,2025-02-20,create_invoice
E00004118,C00540,2025-04-02,login
E00004119,C00540,2023-07-17,create_invoice
E00004120,C00540,2023-08-03,cancel_request
E00004121,C00540,2024-07-05,add_user
E00004122,C00540,2025-04-18,add_user
E00004123,C00540,2023-05-16,approve_request
E00004124,C00540,2023-09-28,add_user
E00004125,C00541,2023-09-30,login
E00004126,C00541,2025-05-12,login
E00004127,C00541,2023-11-27,cancel_request
E00004128,C00541,2024-12-23,add_user
E00004129,C00541,2023-08-14,add_user
E00004130,C00542,2023-11-16,approve_request
E00004131,C00542,2025-04-10,approve_request
E00004132,C00542,2023-12-24,add_user
E00004133,C00542,2025-02-14,add_user
E00004134,C00542,2024-08-04,create_invoice
E00004135,C00543,2025-05-18,login
E00004136,C00543,2024-12-29,cancel_request
E00004137,C00543,2025-05-17,add_user
E00004138,C00543,2025-01-01,add_user
E00004139,C00543,2025-04-13,login
E00004140,C00543,2025-05-09,create_invoice
E00004141,C00543,2025-04-02,add_user
E00004142,C00543,2024-12-21,approve_request
E00004143,C00544,2024-11-20,approve_request
E00004144,C00544,2024-08-06,cancel_request
E00004145,C00544,2023-08-04,cancel_request
E00004146,C00544,2025-02-06,add_user
E00004147,C00544,2023-04-15,add_user
E00004148,C00544,2025-04-09,add_user
E00004149,C00545,2024-11-30,add_user
E00004150,C00545,2025-03-08,login
E00004151,C00545,2025-05-28,create_invoice
E00004152,C00545,2024-12-13,approve_request
E00004153,C00545,2024-03-14,approve_request
E00004154,C00545,2025-01-04,login
E00004155,C00545,2024-08-03,add_user
E00004156,C00545,2024-08-21,cancel_request
E00004157,C00545,2025-05-21,add_user
E00004158,C00546,2023-11-08,add_user
E00004159,C00546,2025-05-19,approve_request
E00004160,C00546,2025-04-25,approve_request
E00004161,C00546,2024-11-11,cancel_request
E00004162,C00546,2024-02-29,approve_request
E00004163,C00546,2023-01-08,add_user
E00004164,C00546,2022-12-19,login
E00004165,C00546,2023-03-02,cancel_request
E00004166,C00546,2022-05-12,login
E00004167,C00546,2023-05-06,add_user
E00004168,C00547,2022-07-26,login
E00004169,C00547,2022-09-13,cancel_request
E00004170,C00547,2022-07-29,add_user
E00004171,C00547,2023-12-25,cancel_request
E00004172,C00547,2025-05-24,add_user
E00004173,C00547,2023-02-17,cancel_request
E00004174,C00547,2022-09-22,cancel_request
E00004175,C00547,2025-04-15,approve_request
E00004176,C00547,2024-02-20,add_user
E00004177,C00548,2023-09-19,cancel_request
E00004178,C00548,2024-03-27,login
E00004179,C00548,2024-06-04,approve_request
E00004180,C00548,2024-12-22,approve_request
E00004181,C00548,2023-05-13,cancel_request
E00004182,C00548,2024-03-25,create_invoice
E00004183,C00548,2023-07-14,approve_request
E00004184,C00549,2025-02-21,add_user
E00004185,C00549,2025-02-07,cancel_request
E00004186,C00549,2024-11-10,cancel_request
E00004187,C00549,2025-04-27,create_invoice
E00004188,C00549,2024-12-31,add_user
E00004189,C00549,2025-01-09,add_user
E00004190,C00549,2024-12-13,create_invoice
E00004191,C00549,2025-04-08,login
E00004192,C00549,2024-12-25,add_user
E00004193,C00549,2025-04-15,login
E00004194,C00550,2025-01-11,cancel_request
E00004195,C00550,2025-05-11,cancel_request
E00004196,C00550,2023-06-25,approve_request
E00004197,C00550,2024-08-01,cancel_request
E00004198,C00550,2024-12-26,add_user
E00004199,C00551,2025-03-22,login
E00004200,C00551,2025-03-19,add_user
E00004201,C00551,2024-12-14,cancel_request
E00004202,C00551,2024-11-15,cancel_request
E00004203,C00551,2025-01-28,cancel_request
E00004204,C00551,2024-10-21,create_invoice
E00004205,C00551,2025-03-05,add_user
E00004206,C00551,2025-05-25,approve_request
E00004207,C00552,2024-07-23,add_user
E00004208,C00552,2023-10-01,create_invoice
E00004209,C00552,2022-10-15,add_user
E00004210,C00552,2023-08-22,login
E00004211,C00552,2023-03-16,cancel_request
E00004212,C00552,2024-10-11,cancel_request
E00004213,C00552,2024-07-13,create_invoice
E00004214,C00552,2022-10-20,cancel_request
E00004215,C00553,2025-04-17,create_invoice
E00004216,C00553,2024-11-06,approve_request
E00004217,C00553,2024-08-27,cancel_request
E00004218,C00553,2025-05-20,add_user
E00004219,C00553,2024-07-01,login
E00004220,C00554,2025-01-11,cancel_request
E00004221,C00554,2024-08-21,approve_request
E00004222,C00554,2024-08-16,add_user
E00004223,C00554,2024-11-23,approve_request
E00004224,C00554,2025-02-26,approve_request
E00004225,C00555,2023-01-13,add_user
E00004226,C00555,2023-06-16,cancel_request
E00004227,C00555,2025-01-24,cancel_request
E00004228,C00555,2024-09-01,login
E00004229,C00555,2024-04-18,cancel_request
E00004230,C00555,2024-01-11,create_invoice
E00004231,C00555,2024-06-16,add_user
E00004232,C00555,2025-01-04,login
E00004233,C00555,2023-04-17,add_user
E00004234,C00556,2024-08-30,create_invoice
E00004235,C00556,2024-02-04,cancel_request
E00004236,C00556,2025-04-02,login
E00004237,C00556,2024-05-01,login
E00004238,C00556,2023-06-11,login
E00004239,C00557,2025-03-17,add_user
E00004240,C00557,2024-07-16,create_invoice
E00004241,C00557,2024-04-15,login
E00004242,C00557,2025-03-26,login
E00004243,C00557,2025-01-28,cancel_request
E00004244,C00557,2024-05-14,create_invoice
E00004245,C00557,2025-04-06,create_invoice
E00004246,C00558,2025-02-09,add_user
E00004247,C00558,2022-04-06,approve_request
E00004248,C00558,2024-12-05,approve_request
E00004249,C00558,2025-02-15,add_user
E00004250,C00558,2021-04-18,cancel_request
E00004251,C00558,2025-05-09,cancel_request
E00004252,C00559,2023-03-17,add_user
E00004253,C00559,2025-02-08,create_invoice
E00004254,C00559,2024-01-27,create_invoice
E00004255,C00559,2024-09-28,create_invoice
E00004256,C00559,2023-10-21,create_invoice
E00004257,C00559,2023-07-18,login
E00004258,C00559,2024-12-27,login
E00004259,C00559,2024-07-21,cancel_request
E00004260,C00560,2023-07-03,login
E00004261,C00560,2022-09-24,create_invoice
E00004262,C00560,2024-10-22,create_invoice
E00004263,C00560,2024-07-02,add_user
E00004264,C00560,2024-12-23,create_invoice
E00004265,C00561,2024-10-31,add_user
E00004266,C00561,2024-02-18,add_user
E00004267,C00561,2024-05-16,login
E00004268,C00561,2024-05-15,create_invoice
E00004269,C00561,2022-08-01,login
E00004270,C00561,2025-02-20,create_invoice
E00004271,C00561,2023-10-07,login
E00004272,C00561,2023-10-06,login
E00004273,C00561,2023-04-10,login
E00004274,C00561,2025-04-02,cancel_request
E00004275,C00562,2024-07-07,approve_request
E00004276,C00562,2023-09-07,approve_request
E00004277,C00562,2023-10-12,approve_request
E00004278,C00562,2024-04-26,add_user
E00004279,C00562,2025-01-14,login
E00004280,C00563,2025-05-19,add_user
E00004281,C00563,2024-04-29,approve_request
E00004282,C00563,2025-03-31,create_invoice
E00004283,C00563,2024-09-04,cancel_request
E00004284,C00563,2024-11-22,login
E00004285,C00563,2025-03-03,cancel_request
E00004286,C00564,2024-08-18,create_invoice
E00004287,C00564,2025-03-18,create_invoice
E00004288,C00564,2024-08-05,create_invoice
E00004289,C00564,2025-01-08,add_user
E00004290,C00564,2025-05-18,approve_request
E00004291,C00564,2025-01-29,login
E00004292,C00564,2024-10-23,create_invoice
E00004293,C00564,2024-08-09,login
E00004294,C00564,2024-09-11,login
E00004295,C00565,2024-12-22,create_invoice
E00004296,C00565,2024-12-11,create_invoice
E00004297,C00565,2024-09-06,approve_request
E00004298,C00565,2025-03-06,create_invoice
E00004299,C00565,2024-10-24,create_invoice
E00004300,C00566,2024-09-15,approve_request
E00004301,C00566,2025-01-03,cancel_request
E00004302,C00566,2025-03-19,create_invoice
E00004303,C00566,2023-03-22,create_invoice
E00004304,C00566,2023-11-11,cancel_request
E00004305,C00567,2024-10-21,approve_request
E00004306,C00567,2024-01-30,login
E00004307,C00567,2023-10-07,add_user
E00004308,C00567,2023-11-17,create_invoice
E00004309,C00567,2024-08-09,add_user
E00004310,C00568,2024-10-21,add_user
E00004311,C00568,2023-12-24,cancel_request
E00004312,C00568,2023-08-16,create_invoice
E00004313,C00568,2023-10-22,create_invoice
E00004314,C00568,2024-12-02,add_user
E00004315,C00568,2025-04-19,approve_request
E00004316,C00568,2024-06-04,add_user
E00004317,C00569,2025-02-21,create_invoice
E00004318,C00569,2024-09-11,approve_request
E00004319,C00569,2023-11-24,login
E00004320,C00569,2025-03-28,approve_request
E00004321,C00569,2024-08-11,login
E00004322,C00569,2024-03-01,create_invoice
E00004323,C00569,2023-07-29,cancel_request
E00004324,C00570,2024-11-14,add_user
E00004325,C00570,2024-12-15,approve_request
E00004326,C00570,2025-01-24,approve_request
E00004327,C00570,2025-02-17,cancel_request
E00004328,C00570,2024-12-31,login
E00004329,C00570,2025-04-09,approve_request
E00004330,C00570,2025-03-16,login
E00004331,C00570,2024-11-28,login
E00004332,C00570,2025-03-31,login
E00004333,C00571,2024-04-20,add_user
E00004334,C00571,2022-09-13,add_user
E00004335,C00571,2024-10-18,cancel_request
E00004336,C00571,2024-05-04,add_user
E00004337,C00571,2023-09-28,approve_request
E00004338,C00572,2025-02-10,add_user
E00004339,C00572,2024-11-23,approve_request
E00004340,C00572,2023-11-24,approve_request
E00004341,C00572,2024-03-14,login
E00004342,C00572,2024-03-11,cancel_request
E00004343,C00572,2024-02-05,login
E00004344,C00572,2024-03-16,login
E00004345,C00572,2025-03-27,add_user
E00004346,C00572,2025-04-17,add_user
E00004347,C00572,2024-06-30,approve_request
E00004348,C00573,2023-09-20,add_user
E00004349,C00573,2025-04-19,create_invoice
E00004350,C00573,2025-04-05,approve_request
E00004351,C00573,2025-04-05,approve_request
E00004352,C00573,2024-12-31,create_invoice
E00004353,C00573,2024-06-03,approve_request
E00004354,C00573,2023-12-02,cancel_request
E00004355,C00573,2025-04-26,cancel_request
E00004356,C00574,2022-12-19,add_user
E00004357,C00574,2024-02-08,cancel_request
E00004358,C00574,2024-08-31,create_invoice
E00004359,C00574,2024-05-20,cancel_request
E00004360,C00574,2023-08-17,login
E00004361,C00574,2025-02-26,create_invoice
E00004362,C00574,2022-08-27,approve_request
E00004363,C00575,2024-10-31,approve_request
E00004364,C00575,2025-02-24,create_invoice
E00004365,C00575,2024-10-13,cancel_request
E00004366,C00575,2024-12-14,approve_request
E00004367,C00575,2025-04-06,add_user
E00004368,C00575,2024-09-21,add_user
E00004369,C00575,2025-03-31,login
E00004370,C00575,2025-05-19,create_invoice
E00004371,C00575,2024-10-13,approve_request
E00004372,C00576,2024-05-20,create_invoice
E00004373,C00576,2024-10-02,add_user
E00004374,C00576,2024-06-30,approve_request
E00004375,C00576,2025-02-16,cancel_request
E00004376,C00576,2022-03-04,add_user
E00004377,C00577,2023-10-03,cancel_request
E00004378,C00577,2023-04-02,cancel_request
E00004379,C00577,2023-08-10,approve_request
E00004380,C00577,2023-08-08,approve_request
E00004381,C00577,2022-08-15,cancel_request
E00004382,C00577,2025-02-05,login
E00004383,C00577,2024-05-09,cancel_request
E00004384,C00577,2023-04-13,cancel_request
E00004385,C00577,2022-10-24,approve_request
E00004386,C00577,2023-04-25,create_invoice
E00004387,C00578,2024-06-20,approve_request
E00004388,C00578,2024-05-05,login
E00004389,C00578,2024-02-19,add_user
E00004390,C00578,2024-08-10,approve_request
E00004391,C00578,2023-12-27,approve_request
E00004392,C00578,2024-02-16,create_invoice
E00004393,C00578,2024-03-28,login
E00004394,C00578,2025-04-23,login
E00004395,C00579,2024-12-06,approve_request
E00004396,C00579,2024-12-23,create_invoice
E00004397,C00579,2025-05-26,approve_request
E00004398,C00579,2025-02-07,cancel_request
E00004399,C00579,2024-11-03,cancel_request
E00004400,C00579,2025-01-07,create_invoice
E00004401,C00579,2025-05-29,approve_request
E00004402,C00579,2025-05-20,create_invoice
E00004403,C00579,2025-03-08,approve_request
E00004404,C00579,2024-09-21,approve_request
E00004405,C00580,2024-11-24,add_user
E00004406,C00580,2024-12-20,login
E00004407,C00580,2024-08-12,login
E00004408,C00580,2025-04-11,create_invoice
E00004409,C00580,2024-12-17,login
E00004410,C00580,2025-04-19,cancel_request
E00004411,C00580,2025-03-04,add_user
E00004412,C00580,2024-09-29,approve_request
E00004413,C00580,2025-05-11,approve_request
E00004414,C00581,2025-02-28,login
E00004415,C00581,2024-11-29,approve_request
E00004416,C00581,2025-03-16,login
E00004417,C00581,2024-12-19,cancel_request
E00004418,C00581,2025-04-28,approve_request
E00004419,C00581,2025-03-24,create_invoice
E00004420,C00581,2025-03-10,add_user
E00004421,C00581,2024-10-07,login
E00004422,C00581,2024-08-11,login
E00004423,C00582,2024-09-26,login
E00004424,C00582,2025-03-06,cancel_request
E00004425,C00582,2023-01-02,cancel_request
E00004426,C00582,2023-07-18,cancel_request
E00004427,C00582,2022-12-25,cancel_request
E00004428,C00583,2022-07-31,cancel_request
E00004429,C00583,2022-04-27,approve_request
E00004430,C00583,2023-03-16,create_invoice
E00004431,C00583,2022-09-24,cancel_request
E00004432,C00583,2022-04-11,create_invoice
E00004433,C00583,2024-11-25,cancel_request
E00004434,C00584,2023-07-13,add_user
E00004435,C00584,2024-05-01,create_invoice
E00004436,C00584,2023-11-16,approve_request
E00004437,C00584,2023-01-15,login
E00004438,C00584,2024-09-07,create_invoice
E00004439,C00584,2022-09-26,login
